claims_in_past_90_days,days_since_last_claim,amount_vs_policy_max_ratio,user_role,amount_claimed,budget_utilization_ratio,days_since_expense,is_weekend_expense,historical_approval_rate,has_policy_violation,violation_severity,manager_comment_length,flags_count,is_fraud
3,41,0.1637,Employee,77.46,0.0263,3,True,0.8774,False,none,7,0,0
0,-1,0.2403,Manager,214.14,0.0241,20,False,0.0,False,none,4,0,0
1,10,0.28,Employee,102.03,0.0347,5,False,0.9573,False,none,12,0,0
1,47,0.9432,Director,2277.43,0.1086,0,True,0.9585,False,none,10,0,0
2,115,0.5284,Employee,305.01,0.0795,464,True,0.7256,True,medium,72,4,1
4,48,0.0,Employee,236.19,0.0796,1,False,0.8724,False,none,14,0,0
3,13,0.1511,Contractor,27.04,0.0216,0,False,0.9514,True,low,17,1,0
1,11,0.4586,Manager,516.87,0.0647,2,False,0.9303,False,none,12,0,0
2,15,0.9046,Employee,305.28,0.0725,1,False,0.9441,False,none,5,0,0
2,37,0.2725,Contractor,67.49,0.058,6,False,0.9519,True,low,34,1,0
22,0,0.0506,Director,99.72,0.0052,5,True,0.8345,False,none,6,3,1
2,40,0.0,Director,334.9174831273095,0.0173,16,False,0.9531,False,none,7,0,0
2,13,0.8395,Director,2497.67,0.1471,5,False,0.8763,False,none,1,0,0
0,-1,0.1243,Manager,114.24,0.0122,5,False,0.0,False,none,3,0,0
5,43,0.704,Manager,557.4961088922416,0.0,3,True,0.9714,False,none,6,0,0
2,24,0.3209,Contractor,54.5,0.0506,1,False,0.976,False,none,4,0,0
1,47,0.4602,Employee,274.29,0.0831,2,True,0.9366,True,low,25,1,0
2,14,0.0988,Director,262.89,0.0109,1,False,0.9354,False,none,10,0,0
4,15,0.1762,Director,570.32,0.0278,8,True,0.8975,True,low,27,1,0
2,49,0.2005,Director,794.11,0.0372,2,False,0.8627,False,none,7,0,0
1,20,0.0,Executive,314.29,0.0069,4,False,1.0,False,none,2,0,0
0,-1,0.3392,Director,941.55,0.0518,1,False,0.0,False,none,9,0,0
2,35,0.3282,Employee,129.73,0.0576,7,False,0.9803,False,none,3,0,0
2,18,0.4913,Manager,492.59,0.0589,3,False,0.9703,False,none,13,0,0
2,1,0.5271,Executive,2690.78,0.0615,3,False,0.9909,False,none,4,0,0
4,41,0.1527,Employee,89.31,0.0302,2,True,0.8545,False,none,5,0,0
0,-1,0.3992,Employee,214.85,0.0557,17,False,0.0,False,none,14,0,0
1,82,0.8624,Executive,4042.46,0.1175,390,False,0.6857,True,medium,84,2,1
3,57,0.1929,Director,532.21,0.0369,0,False,0.9425,False,none,3,0,0
1,16,0.9388,Employee,317.0598341598547,0.1341,0,True,0.9473,False,none,14,0,0
0,-1,0.0634,Employee,30.99,0.011,3,False,0.0,False,none,13,0,0
1,57,0.5063,Employee,186.07,0.0546,2,False,0.8705,False,none,11,0,0
2,25,0.117,Employee,51.34,0.0135,15,False,0.9678,False,none,1,0,0
2,76,0.8736,Manager,983.57,0.1807,445,True,0.6869,True,medium,82,2,1
5,12,7.7986,Employee,4687.42,2.5304,14,False,0.688,True,high,269,5,1
1,10,0.4831,Employee,263.24,0.0818,1,True,0.9372,False,none,3,0,0
1,35,0.6239,Employee,394.9363701829909,0.1147,6,False,0.8947,False,none,4,0,0
1,46,0.1284,Employee,54.48,0.0253,8,False,0.8764,True,low,31,1,0
5,1,0.0968,Contractor,15.42,0.0157,6,False,0.9973,True,low,44,1,0
0,-1,0.2829,Employee,135.75,0.031,0,False,0.0,False,none,7,0,0
1,49,0.2115,Manager,166.88,0.0142,2,False,0.9562,False,none,4,0,0
1,39,0.4275,Contractor,72.3,0.118,10,False,0.863,False,none,3,0,0
3,19,0.3878,Director,1067.46,0.0397,0,False,0.9856,False,none,7,0,0
5,3,1.5563,Manager,1695.64,0.2012,1,True,0.7801,True,high,50,3,1
4,51,0.3919,Manager,444.77,0.0536,5,False,0.9805,False,none,12,0,0
1,33,0.271,Contractor,70.82,0.1054,3,True,0.9505,False,none,10,0,0
1,56,0.3641,Employee,279.54,0.0828,5,False,0.9865,False,none,12,0,0
1,24,0.2897,Executive,1674.3,0.0575,1,False,0.9743,False,none,13,0,0
3,13,0.0982,Contractor,13.91,0.0278,4,False,0.8804,False,none,2,0,0
3,54,0.0,Director,423.1301136345984,0.0173,1,False,0.9975,False,none,9,0,0
2,14,0.0783,Employee,53.2,0.0145,1,False,0.901,False,none,6,0,0
0,-1,0.2261,Director,559.61,0.0316,6,False,0.0,False,none,3,0,0
4,27,0.3262,Employee,142.43,0.0506,16,False,0.9531,False,none,12,0,0
0,-1,0.4077,Employee,177.47,0.0725,2,True,0.0,False,none,1,0,0
1,57,0.1526,Director,574.37,0.0303,9,False,0.9954,False,none,13,0,0
1,33,0.1627,Employee,73.87,0.0295,14,True,0.9863,False,none,6,0,0
1,32,0.3231,Employee,128.04,0.0528,1,False,0.9605,False,none,1,0,0
7,1,2.0361,Executive,8834.4,0.1912,1,True,0.4859,True,high,102,2,1
1,48,0.1294,Employee,73.42,0.0185,2,False,0.9711,False,none,1,0,0
1,51,0.6658,Employee,296.033156359415,0.0973,0,False,0.978,False,none,11,0,0
2,55,0.3829,Director,1332.09,0.0593,9,False,0.9064,False,none,9,0,0
34,2,0.0323,Manager,29.84,0.003,3,True,0.7162,False,none,13,2,1
2,54,0.049,Employee,30.31,0.0122,14,False,0.8566,False,none,15,0,0
4,27,0.6135,Director,1166.17,0.0581,0,False,0.8613,False,none,13,0,0
2,17,0.3196,Director,810.21,0.0358,12,True,0.8542,False,none,4,0,0
2,22,0.2716,Employee,113.52,0.0347,0,True,0.9591,False,none,2,0,0
2,52,0.553,Employee,226.8033585389319,0.121,6,True,0.9288,False,none,10,0,0
2,34,0.6343,Employee,307.67066561629866,0.0948,1,True,0.9457,False,none,7,0,0
4,1,0.1141,Manager,99.97,0.0177,0,False,0.901,False,none,1,0,0
4,4,0.1776,Employee,105.45,0.0363,2,False,0.9096,False,none,11,0,0
4,35,0.0852,Employee,47.52,0.0232,6,False,0.9747,False,none,12,0,0
1,19,0.074,Manager,97.5,0.0111,2,True,0.9655,False,none,12,0,0
2,13,0.3463,Manager,298.62,0.04,0,False,0.8992,False,none,13,0,0
2,110,1.0695,Director,4054.52,0.2688,190,True,0.5943,True,medium,63,5,1
1,46,0.2282,Manager,234.42,0.0246,10,False,0.9992,False,none,5,0,0
2,39,0.3453,Employee,137.98,0.0567,0,True,0.9398,False,none,7,0,0
1,51,0.6478,Employee,327.29995014446575,0.1072,9,False,0.9875,False,none,0,0,0
2,8,0.2164,Manager,250.25,0.0309,1,False,0.9387,False,none,2,0,0
3,54,0.3315,Manager,352.07,0.0435,5,False,0.8943,False,none,7,0,0
2,13,0.1939,Contractor,31.95,0.0297,1,False,0.9746,False,none,2,0,0
2,54,0.348,Employee,176.54,0.0523,8,False,0.9028,False,none,10,0,0
2,44,0.563,Manager,615.0422073472578,0.0702,4,False,0.8551,False,none,3,0,0
1,12,0.2163,Employee,135.76,0.0476,1,False,0.8686,False,none,7,0,0
1,21,0.0993,Employee,44.88,0.0165,12,False,0.9231,False,none,7,0,0
2,50,0.185,Employee,104.78,0.0319,9,False,0.87,False,none,1,0,0
0,-1,0.6364,Employee,397.01,0.1421,241,True,0.6411,True,medium,91,2,1
8,5,0.8366,Manager,1067.21,0.109,1,True,0.4911,True,high,107,6,1
3,44,0.2004,Executive,1053.79,0.0419,2,False,0.8669,False,none,13,0,0
2,45,0.3296,Employee,160.0,0.1018,1,False,0.9509,False,none,6,0,0
3,24,5.7046,Employee,2619.85,0.8722,12,True,0.4712,True,high,252,6,1
1,9,0.0,Employee,257.48,0.0653,1,True,0.8566,False,none,10,0,0
2,22,0.2665,Manager,318.81,0.035,3,False,0.9721,False,none,13,0,0
0,-1,0.0584,Employee,37.79,0.0134,0,False,0.0,False,none,12,0,0
2,44,0.1927,Employee,80.48,0.0441,3,False,0.9964,False,none,15,0,0
1,2,0.0715,Manager,69.52,0.0071,0,False,0.961,True,low,42,1,0
4,15,0.1212,Manager,192.45,0.0218,0,False,0.9261,False,none,5,0,0
0,-1,0.2858,Employee,161.92,0.0529,3,False,0.0,False,none,7,0,0
1,4,0.5162,Employee,226.36,0.0895,0,False,0.9372,False,none,11,0,0
0,-1,0.1831,Manager,215.55,0.031,9,False,0.0,False,none,7,0,0
32,0,0.2139,Employee,118.02,0.0491,3,False,0.8144,False,none,18,1,1
0,-1,0.3146,Manager,341.76,0.0353,0,False,0.0,False,none,13,0,0
2,3,0.3658,Executive,2146.9,0.0579,22,False,0.9385,False,none,10,0,0
4,20,0.2009,Director,547.75,0.068,13,False,0.9448,False,none,0,0,0
2,51,0.6327,Employee,286.26,0.0814,7,True,0.9873,False,none,12,0,0
1,42,0.1245,Contractor,28.79,0.0264,0,False,0.9498,True,low,50,1,0
2,24,0.1548,Manager,117.15,0.0128,0,False,0.9272,False,none,9,0,0
1,33,0.0704,Employee,47.93,0.0129,5,True,0.936,False,none,11,0,0
2,17,0.0778,Employee,34.78,0.0132,4,True,0.9704,False,none,2,0,0
4,36,0.2209,Manager,232.91,0.0355,0,False,0.9513,False,none,3,0,0
4,16,8.8291,Employee,4864.62,1.4386,6,True,0.6694,True,high,332,5,1
1,55,0.728,Manager,943.4545935364057,0.1035,0,False,0.8849,False,none,12,0,0
1,56,0.5388,Employee,270.96,0.1311,1,False,0.8645,False,none,8,0,0
2,33,0.0852,Employee,48.84,0.014,2,False,0.9786,False,none,3,0,0
2,11,0.1084,Employee,57.56,0.0213,13,False,0.9221,False,none,1,0,0
4,1,0.4807,Director,1071.48,0.0734,3,True,0.9962,False,none,0,0,0
1,12,0.259,Manager,346.96,0.0995,2,True,0.8693,False,none,15,0,0
2,9,0.373,Executive,1910.93,0.0389,4,False,0.9016,False,none,14,0,0
2,29,0.3386,Employee,184.52,0.0763,2,False,0.9162,False,none,3,0,0
1,10,0.2931,Manager,409.5,0.0502,3,False,0.9476,False,none,12,0,0
2,36,0.8113,Employee,431.96285858468957,0.1124,11,False,0.8846,False,none,8,0,0
5,27,4.9966,Employee,2086.79,0.595,19,False,0.5171,True,high,195,4,1
2,50,0.6747,Contractor,139.92,0.175,1,False,0.9898,False,none,9,0,0
2,25,0.3643,Employee,165.87,0.0656,4,False,0.9889,False,none,10,0,0
2,22,0.6715,Employee,302.3643146729917,0.068,5,False,0.9999,False,none,4,0,0
2,57,0.2264,Director,647.81,0.0326,5,False,0.8804,False,none,12,0,0
2,19,0.2317,Director,520.95,0.0225,1,False,0.9343,False,none,4,0,0
33,0,0.0629,Employee,23.03,0.0078,3,False,0.7521,False,none,8,2,1
3,11,0.1826,Director,658.75,0.035,12,False,0.8519,False,none,14,0,0
1,108,0.0,Employee,329.81,0.1038,370,True,0.7713,True,medium,46,2,1
4,52,0.29,Employee,135.02,0.0399,2,False,0.873,False,none,1,0,0
3,60,0.2533,Director,591.94,0.031,2,False,0.9456,True,low,22,1,0
1,59,0.0,Contractor,98.03,0.1105,2,False,0.9963,False,none,11,0,0
1,47,0.4475,Executive,2221.99,0.0413,10,False,0.8694,False,none,8,0,0
1,54,0.1255,Employee,52.96,0.0219,2,False,0.9514,False,none,12,0,0
0,-1,0.3985,Manager,247.05,0.044,0,True,0.0,False,none,10,0,0
2,34,0.9336,Employee,525.6820304525907,0.155,0,False,0.9446,False,none,6,0,0
4,31,0.2799,Employee,198.2,0.0628,1,False,0.8619,False,none,5,0,0
0,-1,0.0,Contractor,24.0,0.0,0,False,0.0,True,low,46,1,0
3,52,0.7837,Contractor,154.49025561798624,0.1512,12,False,0.9388,False,none,14,0,0
4,60,0.2295,Director,836.3,0.0715,1,False,0.9975,False,none,2,0,0
5,16,6.0314,Manager,6851.94,0.7657,19,False,0.2689,True,high,128,4,1
1,26,0.2461,Director,877.45,0.0429,22,False,0.9528,False,none,5,0,0
2,9,0.0821,Employee,45.26,0.0129,1,True,0.8578,False,none,9,0,0
4,1,1.247,Employee,679.61,0.1973,0,True,0.6819,True,high,178,3,1
0,-1,0.6507,Employee,358.55,0.1561,366,True,0.5576,True,medium,94,4,1
3,34,0.3546,Employee,178.6,0.0726,3,False,0.9878,False,none,4,0,0
1,8,0.6669,Manager,514.28,0.0664,9,False,0.9586,False,none,15,0,0
4,20,7.1408,Manager,8201.07,0.957,14,True,0.5883,True,high,220,7,1
2,79,0.9493,Director,2811.29,0.177,428,False,0.6056,True,medium,67,3,1
1,31,0.1307,Director,416.04,0.03,3,False,0.8551,False,none,9,0,0
1,56,0.8795,Director,2028.5207458914738,0.1042,7,False,0.8647,False,none,13,0,0
4,18,0.5057,Employee,216.49943553809464,0.0623,12,False,0.975,False,none,9,0,0
1,14,0.2547,Manager,192.89,0.0251,0,True,0.9182,False,none,11,0,0
4,8,0.1269,Employee,78.08,0.0251,5,True,0.8745,False,none,10,0,0
2,11,0.2401,Employee,151.21,0.0692,1,True,0.9887,False,none,4,0,0
2,60,0.2269,Manager,190.0,0.0278,3,False,0.8577,False,none,11,0,0
3,43,0.456,Executive,2385.3,0.0406,0,True,0.889,False,none,15,0,0
2,54,0.2297,Employee,94.22,0.0243,3,False,0.8834,False,none,8,0,0
3,16,0.3591,Contractor,85.73,0.125,5,False,0.8668,False,none,9,0,0
2,45,0.3262,Manager,254.93,0.0335,0,True,0.8992,False,none,0,0,0
2,11,0.327,Contractor,76.25,0.0772,4,True,0.9192,False,none,0,0,0
0,-1,0.3305,Contractor,43.77,0.0366,0,True,0.0,False,none,11,0,0
0,-1,1.0476,Employee,568.4536532648406,0.1513,7,False,0.0,False,none,9,0,0
1,8,0.4063,Employee,156.41,0.0467,3,False,0.9044,False,none,2,0,0
4,34,0.1807,Employee,48.46,0.016,4,False,0.9302,False,none,14,0,0
0,-1,0.2369,Contractor,50.69,0.0359,0,False,0.0,False,none,4,0,0
2,32,0.1224,Manager,89.72,0.0132,12,False,0.9892,False,none,14,0,0
2,45,0.6403,Manager,814.4,0.0917,0,False,0.9887,False,none,13,0,0
0,-1,0.1677,Contractor,36.55,0.0731,2,False,0.0,False,none,1,0,0
2,26,0.1649,Manager,170.31,0.019,1,False,0.8767,False,none,5,0,0
2,46,0.235,Employee,141.98,0.0538,18,False,0.8624,False,none,5,0,0
1,20,0.1988,Employee,116.2,0.0354,2,False,0.9636,False,none,1,0,0
2,21,0.1121,Employee,75.69,0.0327,6,False,0.9464,False,none,14,0,0
3,13,0.6594,Employee,177.53,0.0871,0,False,0.9136,False,none,4,0,0
2,4,0.3999,Employee,172.64,0.047,11,False,0.8561,False,none,3,0,0
4,34,0.1243,Director,421.18,0.0,2,False,0.9908,False,none,2,0,0
3,49,0.3009,Employee,147.41,0.0413,1,False,0.9523,False,none,4,0,0
1,22,0.2441,Contractor,45.71,0.0465,1,False,0.8768,False,none,1,0,0
2,6,2.3285,Director,5418.41,0.3258,0,True,0.6043,True,high,71,2,1
1,43,0.2488,Contractor,40.74,0.0317,12,True,0.955,False,none,10,0,0
6,1,1.3566,Contractor,295.15,0.2872,0,True,0.5581,True,medium,194,3,1
24,2,0.3242,Employee,143.62,0.0393,3,False,0.8917,False,none,2,3,1
40,1,0.1072,Employee,54.53,0.0163,3,True,0.7698,False,none,7,3,1
2,53,0.8279,Employee,430.50927618784823,0.1567,3,False,0.8739,False,none,13,0,0
4,4,0.1004,Employee,62.57,0.0176,3,False,0.9031,False,none,9,0,0
3,58,0.9678,Contractor,141.17111167460587,0.1703,5,True,0.9226,False,none,6,0,0
3,60,0.1356,Employee,76.64,0.0328,1,False,0.9447,False,none,2,0,0
29,1,0.1356,Employee,60.52,0.0233,3,False,0.73,False,none,14,1,1
24,0,0.0406,Director,118.94,0.0087,0,True,0.7418,False,none,11,3,1
2,54,0.626,Employee,351.75,0.1871,1,False,0.9938,True,low,39,1,0
2,28,0.1858,Manager,166.18,0.022,7,True,0.9407,False,none,7,0,0
3,34,0.1414,Employee,65.72,0.0242,3,False,0.8649,False,none,8,0,0
1,14,0.2634,Manager,295.03,0.0359,11,False,0.9395,False,none,3,0,0
5,45,0.1167,Employee,51.44,0.0215,6,False,0.981,False,none,10,0,0
1,30,0.4227,Director,1034.73,0.04,7,False,0.9192,False,none,6,0,0
1,52,0.0656,Manager,63.36,0.0088,8,True,0.9088,False,none,3,0,0
2,29,0.2003,Executive,953.53,0.0209,5,False,0.8601,False,none,14,0,0
2,4,0.3973,Employee,197.48,0.0818,4,False,0.9361,False,none,15,0,0
34,2,0.0279,Employee,10.75,0.0036,3,False,0.79,False,none,18,1,1
6,57,0.0755,Employee,47.68,0.0138,3,True,0.9872,False,none,0,0,0
1,56,0.2115,Director,604.43,0.0426,0,False,0.9258,False,none,6,0,0
1,8,0.0,Employee,94.93,0.0359,0,True,0.9372,False,none,3,0,0
1,13,0.6658,Manager,750.1,0.0997,4,False,0.9918,False,none,7,0,0
1,28,8.201,Director,19712.81,1.2878,10,False,0.2622,True,high,209,7,1
2,11,0.2555,Contractor,53.16,0.0565,0,False,0.8806,False,none,9,0,0
1,4,0.7081,Director,1367.9490787694479,0.065,10,False,0.8827,False,none,0,0,0
2,11,5.7714,Employee,3091.31,0.9815,7,True,0.2172,True,high,350,8,1
2,12,0.3841,Employee,143.58,0.0583,8,False,0.8572,False,none,13,0,0
0,-1,0.3068,Employee,151.98,0.0494,10,True,0.0,False,none,13,0,0
1,28,0.1964,Manager,141.23,0.0322,0,False,0.9774,False,none,14,0,0
4,57,0.3682,Manager,329.12,0.0408,1,True,0.9488,False,none,3,0,0
9,4,1.2371,Director,4075.08,0.1741,0,True,0.7984,True,high,68,5,1
2,47,0.1438,Contractor,28.5,0.0241,4,False,0.8666,False,none,2,0,0
1,25,0.3339,Employee,166.26,0.0616,7,False,0.9966,False,none,14,0,0
6,9,2.5521,Executive,7481.51,0.1427,1,True,0.6295,True,medium,187,5,1
3,13,0.3396,Director,1246.89,0.0512,2,False,0.8905,False,none,8,0,0
2,98,1.0773,Director,3277.9,0.1413,223,True,0.6534,True,medium,43,5,1
2,38,0.2216,Director,518.6,0.0329,5,True,0.8501,False,none,2,0,0
3,47,0.6371,Manager,615.74,0.0647,8,False,0.8806,False,none,9,0,0
2,38,0.5666,Contractor,126.27,0.1375,4,False,0.8768,False,none,4,0,0
3,15,0.2734,Director,835.16,0.0376,1,False,0.8965,False,none,12,0,0
3,5,0.0,Employee,800.0,0.293,1,True,0.4789,True,medium,176,4,1
1,10,8.9974,Director,29356.33,1.1973,17,False,0.4046,True,high,191,6,1
2,54,0.7088,Employee,245.47,0.0783,7,True,0.9904,True,low,38,1,0
2,5,0.4222,Director,1413.06,0.0926,7,True,0.8739,False,none,14,0,0
3,57,0.7364,Director,1923.59,0.1305,5,False,0.9613,False,none,7,0,0
2,25,0.1756,Executive,1463.88,0.045,4,False,0.9288,False,none,1,0,0
3,12,0.2152,Manager,180.37,0.0204,0,True,0.8768,False,none,2,0,0
2,46,0.2417,Manager,262.28,0.048,5,False,0.8841,False,none,9,0,0
4,31,0.416,Employee,132.33,0.0477,7,False,0.8919,False,none,9,0,0
1,24,1.0237,Employee,487.78677536418076,0.2,0,False,0.8907,False,none,8,0,0
9,47,0.0768,Executive,284.32,0.0056,5,False,0.8761,False,none,3,0,0
1,18,0.486,Employee,274.54,0.0902,6,False,0.8965,False,none,12,0,0
2,11,0.1608,Director,495.67,0.0189,9,False,0.9377,False,none,10,0,0
0,-1,0.5568,Manager,655.92,0.0866,1,True,0.0,True,low,24,1,0
2,36,0.7094,Contractor,89.22380511103651,0.0979,1,True,0.8772,False,none,15,0,0
3,40,0.1128,Employee,52.91,0.0208,2,False,0.9352,False,none,15,0,0
4,8,0.3952,Employee,218.54,0.0714,0,False,0.9376,False,none,5,0,0
1,56,0.2537,Director,849.07,0.0366,5,True,0.9293,False,none,8,0,0
1,14,0.0,Contractor,57.16,0.0496,5,False,0.931,False,none,2,0,0
3,2,1.3857,Manager,1397.28,0.1644,1,True,0.4146,True,medium,150,3,1
2,92,0.0,Employee,308.82,0.1237,347,True,0.7266,True,medium,74,5,1
2,24,0.073,Director,312.39,0.0145,13,False,0.9043,False,none,10,0,0
4,2,0.1764,Employee,61.1,0.0182,0,False,0.8614,False,none,6,0,0
2,54,0.0805,Employee,49.55,0.0152,4,False,0.9379,False,none,7,0,0
1,18,0.7146,Employee,422.23,0.1436,5,False,0.9836,True,low,41,1,0
3,17,0.2008,Manager,253.64,0.0419,0,False,0.8818,False,none,12,0,0
3,10,1.7353,Manager,1516.41,0.1566,1,True,0.5094,True,medium,173,4,1
1,33,0.2204,Employee,102.11,0.0301,1,False,0.9796,False,none,7,0,0
0,-1,0.2322,Employee,127.28,0.0308,1,True,0.0,False,none,14,0,0
0,-1,0.2807,Employee,180.85,0.0521,5,False,0.0,False,none,8,0,0
1,33,0.6165,Contractor,98.33,0.122,0,False,0.9703,False,none,2,0,0
3,56,0.2995,Employee,133.98,0.0384,4,False,0.9489,False,none,5,0,0
0,-1,0.1384,Executive,732.92,0.0314,0,True,0.0,False,none,7,0,0
2,95,0.4086,Manager,446.42,0.0559,198,True,0.7464,True,medium,59,3,1
0,-1,0.132,Employee,51.24,0.0357,10,False,0.0,False,none,9,0,0
2,30,0.308,Manager,343.69,0.0484,17,False,0.9882,False,none,6,0,0
2,32,0.516,Employee,310.81,0.108,1,False,0.951,False,none,7,0,0
1,5,0.2919,Employee,73.64,0.0202,11,False,0.8661,False,none,6,0,0
10,7,1.3466,Director,4577.36,0.2192,1,True,0.7642,True,high,140,2,1
3,42,0.325,Director,1127.67,0.0414,7,False,0.931,False,none,7,0,0
3,2,0.0429,Employee,23.12,0.0088,14,False,0.8684,False,none,3,0,0
0,-1,0.4744,Contractor,105.73,0.0987,4,False,0.0,False,none,4,0,0
29,0,0.1136,Manager,144.93,0.017,4,False,0.855,False,none,13,3,1
1,56,0.5512,Contractor,87.23,0.073,5,False,0.9984,False,none,13,0,0
2,19,0.0,Manager,363.61734715726976,0.0522,5,False,0.9316,False,none,14,0,0
0,-1,0.6513,Employee,415.02,0.1343,5,False,0.0,False,none,2,0,0
2,20,6.4452,Contractor,1136.1,0.9739,5,True,0.2732,True,high,194,6,1
0,-1,0.2762,Manager,277.71,0.0401,1,False,0.0,False,none,4,0,0
27,1,0.0444,Director,119.25,0.0073,1,True,0.7802,False,none,19,2,1
17,1,0.1214,Contractor,23.04,0.0227,5,False,0.8487,False,none,8,3,1
1,50,0.3718,Manager,359.45,0.0474,1,False,0.9062,False,none,4,0,0
1,13,0.2235,Contractor,55.92,0.0,14,False,0.8781,False,none,9,0,0
0,-1,0.1575,Manager,174.75,0.0216,2,False,0.0,False,none,3,0,0
4,42,0.2606,Director,607.22,0.0311,0,False,0.949,False,none,0,0,0
1,10,0.1236,Director,407.93,0.0137,2,False,0.8857,False,none,2,0,0
2,12,7.8431,Executive,39543.16,0.7322,9,True,0.2196,True,high,293,5,1
9,5,1.4526,Director,4859.48,0.203,1,True,0.6705,True,high,58,3,1
2,59,0.1079,Manager,112.82,0.0177,13,False,0.914,False,none,1,0,0
0,-1,1.6238,Executive,4837.61,0.0786,248,True,0.6151,True,medium,51,3,1
5,44,0.1516,Employee,70.22,0.0171,0,False,0.9019,False,none,4,0,0
1,3,0.2005,Director,481.79,0.033,7,False,0.9372,False,none,8,0,0
3,19,0.5098,Contractor,95.68,0.107,4,False,0.9621,False,none,13,0,0
7,4,1.1999,Executive,6263.73,0.1598,0,True,0.7706,True,medium,91,5,1
2,16,0.3667,Director,1178.99,0.0795,7,False,0.9104,False,none,1,0,0
15,0,0.1703,Employee,89.66,0.036,3,False,0.638,False,none,6,3,1
2,22,1.0061,Employee,398.91916307630055,0.2608,0,True,0.9295,False,none,4,0,0
2,20,0.5793,Employee,278.54252238749376,0.0879,3,True,0.8614,False,none,4,0,0
3,29,0.2354,Contractor,62.51,0.0677,5,True,0.9178,False,none,3,0,0
3,12,0.6296,Employee,358.49,0.1066,8,False,0.8687,False,none,6,0,0
4,17,0.0551,Employee,32.13,0.01,4,False,0.9085,True,low,19,1,0
4,36,0.1804,Employee,64.01,0.0216,1,False,0.9018,False,none,13,0,0
4,52,0.1464,Executive,478.97,0.0137,0,False,0.9696,False,none,10,0,0
3,11,0.7353,Employee,266.90675323426115,0.0699,10,False,0.9879,False,none,1,0,0
0,-1,0.1056,Executive,587.02,0.0115,4,False,0.0,False,none,8,0,0
3,25,0.3189,Employee,226.17,0.0877,0,False,0.8865,False,none,5,0,0
2,26,5.2154,Employee,2465.02,0.7948,7,True,0.4425,True,high,167,8,1
0,-1,0.7017,Manager,716.6133370333241,0.1126,13,False,0.0,False,none,2,0,0
2,9,0.2864,Manager,143.56,0.0189,0,False,0.9067,False,none,6,0,0
1,3,0.0,Director,263.46401276354896,0.0127,15,False,0.8903,False,none,15,0,0
5,6,0.1654,Director,516.24,0.033,3,False,0.976,False,none,9,0,0
3,8,2.4399,Employee,882.34,0.2384,0,True,0.6229,True,medium,101,5,1
28,1,0.121,Employee,72.99,0.0291,5,False,0.8118,False,none,4,2,1
4,46,0.1159,Manager,112.26,0.0113,0,True,0.9133,False,none,4,0,0
4,31,0.4105,Employee,159.41,0.0856,0,True,0.8556,False,none,9,0,0
1,1,1.4822,Employee,820.29,0.2383,0,True,0.627,True,high,138,4,1
7,4,1.0882,Manager,1355.98,0.3041,0,True,0.606,True,medium,99,3,1
2,42,0.2636,Director,496.8,0.0219,4,True,0.8821,False,none,0,0,0
2,32,0.1194,Executive,538.67,0.0144,4,False,0.8548,False,none,12,0,0
4,29,0.8349,Employee,235.48794324365448,0.0606,0,False,0.9153,False,none,8,0,0
3,16,0.0,Manager,147.03,0.0185,3,False,0.9609,False,none,6,0,0
9,6,0.2603,Employee,165.26,0.0608,0,True,0.9046,False,none,14,0,0
2,21,0.5767,Employee,223.81034377337306,0.0666,0,False,0.9004,False,none,3,0,0
2,34,0.419,Employee,162.35,0.0606,3,False,0.945,False,none,0,0,0
3,25,0.0,Employee,226.79,0.0749,1,True,0.9816,False,none,6,0,0
2,27,4.6861,Director,17047.74,0.9471,5,False,0.533,True,high,145,4,1
3,7,0.5248,Employee,252.7,0.0669,8,False,0.9108,False,none,3,0,0
2,60,0.5624,Director,1662.1565413230846,0.0996,3,False,0.9418,False,none,0,0,0
0,-1,0.2664,Manager,235.0,0.0268,0,False,0.0,False,none,0,0,0
1,23,0.5545,Manager,532.708345742363,0.0695,0,True,0.9159,True,low,49,1,0
1,45,0.2016,Employee,114.39,0.0244,0,False,0.9157,True,low,36,1,0
2,2,0.3599,Manager,301.97,0.0302,7,False,0.9663,False,none,3,0,0
1,27,0.9151,Manager,828.2951213735811,0.126,7,False,0.8955,True,low,29,1,0
3,10,0.0,Employee,174.22,0.0688,5,False,0.8966,False,none,11,0,0
1,15,6.2643,Director,19224.79,1.3479,17,True,0.5934,True,high,145,5,1
3,25,0.122,Director,430.71,0.0199,10,False,0.9379,False,none,6,0,0
2,42,0.0686,Employee,44.85,0.0184,5,False,0.8912,False,none,10,0,0
1,60,0.1339,Executive,805.66,0.0145,0,False,0.9681,False,none,2,0,0
3,3,0.5993,Employee,288.2763508411874,0.1062,1,False,0.9967,False,none,9,0,0
2,12,5.313,Executive,24782.37,0.3722,12,False,0.4926,True,high,107,6,1
2,60,0.4793,Contractor,71.41,0.0799,5,False,0.8692,False,none,10,0,0
1,60,0.2493,Employee,116.7,0.0369,2,False,0.8778,True,low,29,1,0
2,1,0.9791,Director,2476.8304981555666,0.1038,0,False,0.8886,False,none,7,0,0
25,0,0.0262,Director,91.56,0.0,2,True,0.8126,False,none,8,3,1
2,37,0.3047,Manager,316.12,0.0369,5,False,0.8814,False,none,8,0,0
1,34,0.1279,Contractor,22.5,0.0216,4,False,0.9177,False,none,6,0,0
